object-id,Title,Catalog Number,Source,Description,Coverage,Date,Functional Category,Material,Vessel Form,Dimensions,Pigment Application,Decoration Type,Exterior Decoration Method,Exterior Decoration Color(s),Exterior Decoration Elements,Interior Decoration Method,Interior Decoration Color(s),Interior Decoration Elements,Marks,Origin,Manufacture Range,Publisher,Rights,Standardized Rights,Preferred Image Citation,Identifier,Metadata Creator,filename,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
hjccc-80,Side of Iro Fukizumi Gohan Jawan (polychrome stenciled rice/soup bowl),AACC-MIN-98-11,,,,,,Jiki (porcelain),Gohan Chawan (rice/soup bowl),,,Other,"Etsuke (hand painted), Fukizumi (spatter stencil), Indeterminate","Cobalt blue, brown, orange","Sakura (cherry) blossom, indeterminate",None,None,None,,,,,,,,AACC-MIN-98-11_2of3,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/82,82,85.jp2,/HJCCC/image/85.jp2
hjccc-80,Bottom of Iro Fukizumi Gohan Jawan (polychrome stenciled rice/soup bowl),AACC-MIN-98-11,,,,,,Jiki (porcelain),Gohan Chawan (rice/soup bowl),,,Other,"Etsuke (hand painted), Fukizumi (spatter stencil), Indeterminate","Cobalt blue, brown, orange","Sakura (cherry) blossom, indeterminate",,,,'MADE IN JAPAN' on base,,,,,,,AACC-MIN-98-11_3of3,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/83,83,86.jp2,/HJCCC/image/86.jp2
hjccc-84,Iro Fukizumi Gohan Jawan (polychrome stenciled rice/soup bowl),AACC-MIN-98-11,"Asian American Comparative Collection, Minidoka Collection","This gohan chawan fragment features polychrome decoration that is applied both under and over the glaze. Cobalt cherry blossoms and brown geometric shapes that may represent sun rays are applied with an air-brush-like fukizumi method under the glaze (Crueger et al. 2001:51,286; Dower 1971:50-51; Ross 2009:155). An orange cherry blossom has been hand painted or possibly stamped on top of the glaze. The vessel has a reddish orange 'Made in Japan' mark on the base. This vessel was donated to the AACC by Ron James.","Minidoka National Historic Site, Idaho",1942-1945,Mealtime Tableware,Jiki (porcelain),Gohan Chawan (rice/soup bowl),"Rim~ 12 cm, footring~ 4.2 cm, height= 6.2 cm",Shita-Etsuke (underglaze) and Uwa-Etsuke (overglaze),Other,"Etsuke (hand painted), Fukizumi (spatter stencil), Indeterminate","Cobalt blue, brown, orange","Sakura (cherry) blossom, indeterminate",None,None,None,'MADE IN JAPAN' on base,Japan,Likely Taisho (1912-1926) through pre-WWII Showa (1926-1942) era,University of Idaho Library Digital Initiatives,Copyright under creative commons license. Images available for reuse in educational (non-commercial) instances; see license details at Creative Commons.,https://creativecommons.org/publicdomain/mark/1.0/,"Photo courtesy of the Asian American Comparative Collection, catalog no. AACC-MIN-98-11. See citation guidelines.",AACC-MIN-98-11,Renae Campbell,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/84,84,87.cpd,/HJCCC/image/87.cpd
hjccc-84,Side of Samehada-Gusuri Dobin (shark-skin glaze teapot),AACC-99-123,,,,,,Jiki (porcelain),Dobin (teapot),,,Other,Samehada-Gusuri (shark-skin glaze),"Beige, white, green",Indeterminate,,,,,,,,,,,AACC-99-123_1of4,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/85,85,88.jp2,/HJCCC/image/88.jp2
hjccc-84,Side of Samehada-Gusuri Dobin (shark-skin glaze teapot),AACC-99-123,,,,,,Jiki (porcelain),Dobin (teapot),,,Other,Samehada-Gusuri (shark-skin glaze),"Beige, white, green",Indeterminate,,,,,,,,,,,AACC-99-123_2of4,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/86,86,89.jp2,/HJCCC/image/89.jp2
hjccc-84,Top of Samehada-Gusuri Dobin (shark-skin glaze teapot),AACC-99-123,,,,,,Jiki (porcelain),Dobin (teapot),,,Other,Samehada-Gusuri (shark-skin glaze),"Beige, white, green",Indeterminate,,,,,,,,,,,AACC-99-123_3of4,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/87,87,90.jp2,/HJCCC/image/90.jp2
hjccc-84,Bottom of Samehada-Gusuri Dobin (shark-skin glaze teapot),AACC-99-123,,,,,,Jiki (porcelain),Dobin (teapot),,,Other,Samehada-Gusuri (shark-skin glaze),"Beige, white, green",Indeterminate,,,,'JAPAN' on base,,,,,,,AACC-99-123_4of4,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/88,88,91.jp2,/HJCCC/image/91.jp2
hjccc-89,Samehada-Gusuri Dobin (shark-skin glaze teapot),AACC-99-123,Asian American Comparative Collection,"This dobin has a western-style handle and spout and is decorated with a shark-skin (samehada-gusuri) glaze that has a glossy, bumpy texture (Crueger et al. 2006:293; Ross 2012:9). Several botanical elements have been applied over this glaze in raised enamel or slip. The interior of the teapot is undecorated and unglazed.",,,Mealtime Tableware,Jiki (porcelain),Dobin (teapot),"Rim= 8 cm, base= 8 cm, height= 11 cm",n/a,Other,Samehada-Gusuri (shark-skin glaze),"Beige, white, green",Indeterminate,None,None,None,'JAPAN' on base,Japan,Meiji (1868-1912) through Showa (1926-1989) eras,University of Idaho Library Digital Initiatives,Copyright under creative commons license. Images available for reuse in educational (non-commercial) instances; see license details at Creative Commons.,https://creativecommons.org/publicdomain/mark/1.0/,"Photo courtesy of the Asian American Comparative Collection, catalog no. AACC-99-123. See citation guidelines.",AACC-99-123,Renae Campbell,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/89,89,92.cpd,/HJCCC/image/92.cpd
hjccc-89,Side of Sometsuke Doban Tsuru Komori Gohan Jawan (rice/soup bowl with cobalt transferprint bat and crane design),AACC-99-049,,,,,,Jiki (porcelain),Gohan Chawan (rice/soup bowl),,,Unknown,Stencil or possible stamp,Cobalt blue,"Komori (bats), kumo (clouds), momo (peach), tsuru (crane)",,,,,,,,,,,AACC-99-049_1of3,,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/90,90,93.jp2,/HJCCC/image/93.jp2
hjccc-89,Side of Sometsuke Doban Tsuru Komori Gohan Jawan (rice/soup bowl with cobalt transferprint bat and crane design),AACC-99-049,,,,,,Jiki (porcelain),Gohan Chawan (rice/soup bowl),,,Unknown,Stencil or possible stamp,Cobalt blue,"Komori (bats), kumo (clouds), momo (peach), tsuru (crane)",,,,,,,,,,,AACC-99-049_2of3,,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/91,91,94.jp2,/HJCCC/image/94.jp2
hjccc-89,Bottom of Sometsuke Doban Tsuru Komori Gohan Jawan (rice/soup bowl with cobalt transferprint bat and crane design),AACC-99-049,,,,,,Jiki (porcelain),Gohan Chawan (rice/soup bowl),,,Unknown,Stencil or possible stamp,Cobalt blue,"Komori (bats), kumo (clouds), momo (peach), tsuru (crane)",,,,"Four characters, 江西 謹製, and """"MADE IN JAPAN"""" on base",,,,,,,AACC-99-049_3of3,,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/92,92,95.jp2,/HJCCC/image/95.jp2
hjccc-93,Sometsuke Doban Tsuru Komori Gohan Jawan (rice/soup bowl with cobalt transferprint bat and crane design),AACC-99-049,Asian American Comparative Collection,"This gohan chawan features a rim design of clouds above repeating crane and bat elements with peaches (Dower 1971:70, 88, 90). Bats and peaches are commonly paired on Chinese ceramics, but this vessel presents a distinctly Japanese interpretation of the Chinese design. The base of the vessel is marked 'MADE IN JAPAN' and contains the four characters 江西 謹製 (Enishi kinsei) that roughly translate to 'humbly made by Enishi.'",None,,Mealtime Tableware,Jiki (porcelain),Gohan Chawan (rice/soup bowl),"Rim= 11.5 cm, footring= 4.5 cm, height= 6 cm",Shita-Etsuke (underglaze),Unknown,Stencil or possible stamp,Cobalt blue,"Komori (bats), kumo (clouds), momo (peach), tsuru (crane)",None,None,None,Four characters '江西 謹製'  and 'MADE IN JAPAN' on base,Japan,Meiji (1868-1912) through Showa (1926-1989) eras,University of Idaho Library Digital Initiatives,Copyright under creative commons license. Images available for reuse in educational (non-commercial) instances; see license details at Creative Commons.,https://creativecommons.org/publicdomain/mark/1.0/,"Photo courtesy of the Asian American Comparative Collection, catalog no. AACC-99-049. See citation guidelines.",AACC-99-049,Renae Campbell,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/93,93,96.cpd,/HJCCC/image/96.cpd
hjccc-93,Top of Imari Asagao Namasu-Zara (Imari pickle dish with morning glory design),AACC-99-009,,,,,,Jiki (porcelain),Namasu-Zara (pickle dish/plate),,,Sometsuke (hand-painted cobalt),,,,Etsuke (hand painted),Cobalt blue,Asagao (morning glory),,,,,,,,AACC-99-009_1of3,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/94,94,97.jp2,/HJCCC/image/97.jp2
hjccc-93,Bottom of Imari Asagao Namasu-Zara (Imari pickle dish with morning glory design),AACC-99-009,,,,,,Jiki (porcelain),Namasu-Zara (pickle dish/plate),,,Sometsuke (hand-painted cobalt),None,None,None,,,,,,,,,,,AACC-99-009_2of3,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/95,95,98.jp2,/HJCCC/image/98.jp2
hjccc-93,Side of Imari Asagao Namasu-Zara (Imari pickle dish with morning glory design),AACC-99-009,,,,,,Jiki (porcelain),Namasu-Zara (pickle dish/plate),,,Sometsuke (hand-painted cobalt),None,None,None,,,,,,,,,,,AACC-99-009_3of3,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/96,96,99.jp2,/HJCCC/image/99.jp2
hjccc-97,Imari Asagao Namasu-Zara (Imari pickle dish with morning glory design),AACC-99-009,Asian American Comparative Collection,"Likely a product of the late Tokugawa or early Meiji era, this Imari-style namasu-zara is decorated with a hand-painted morning glory design in what appears to be a gosu (natural cobalt) pigment (Dower 1971:64; Ross 2012:5). Like artifact AACC-2000-224, this pickle dish has a scalloped rim and a janome (bull's-eye or snake-eye recess) on the base (Ross 2012:10).  This vessel was donated to the AACC by Alison Stenger.",,,Mealtime Tableware,Jiki (porcelain),Namasu-Zara (pickle dish/plate),"Rim= 13.3 cm, footring= 7.9 cm, height= 3.5 cm",Shita-Etsuke (underglaze),Sometsuke (hand-painted cobalt),None,None,None,Etsuke (hand painted),Cobalt blue,Asagao (morning glory),None,Japan,Most popular during the Tokugawa (1603-1868) or early Meiji (1868-1912) eras,University of Idaho Library Digital Initiatives,Copyright under creative commons license. Images available for reuse in educational (non-commercial) instances; see license details at Creative Commons.,https://creativecommons.org/publicdomain/mark/1.0/,"Photo courtesy of the Asian American Comparative Collection, catalog no. AACC-99-009. See citation guidelines.",AACC-99-009,Renae Campbell,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/97,97,100.cpd,/HJCCC/image/100.cpd
hjccc-97,Side of Sometsuke Doban Kiku Tokkuri (sake decanter with cobalt transferprint chrysanthemum design),AACC-98-053,,,,,,Jiki (porcelain),Tokkuri (sake decanter),,,Sometsuke Doban (transferprint cobalt),Doban or Doban Tensha (transferprinted),Cobalt blue,"Kiku (chrysanthemum), suzume (sparrow), tassel with chrysanthemum yoraku (rim design)",,,,,,,,,,,AACC-98-053_1of3,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/98,98,101.jp2,/HJCCC/image/101.jp2
hjccc-97,Side of Sometsuke Doban Kiku Tokkuri (sake decanter with cobalt transferprint chrysanthemum design),AACC-98-053,,,,,,Jiki (porcelain),Tokkuri (sake decanter),,,Sometsuke Doban (transferprint cobalt),Doban or Doban Tensha (transferprinted),Cobalt blue,"Kiku (chrysanthemum), suzume (sparrow), tassel with chrysanthemum yoraku (rim design)",,,,,,,,,,,AACC-98-053_2of3,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/99,99,102.jp2,/HJCCC/image/102.jp2
hjccc-97,Bottom of Sometsuke Doban Kiku Tokkuri (sake decanter with cobalt transferprint chrysanthemum design),AACC-98-053,,,,,,Jiki (porcelain),Tokkuri (sake decanter),,,Sometsuke Doban (transferprint cobalt),Doban or Doban Tensha (transferprinted),Cobalt blue,"Kiku (chrysanthemum), suzume (sparrow), tassel with chrysanthemum yoraku (rim design)",,,,,,,,,,,AACC-98-053_3of3,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/100,100,103.jp2,/HJCCC/image/103.jp2
hjccc-101,Sometsuke Doban Kiku Tokkuri (sake decanter with cobalt transferprint chrysanthemum design),AACC-98-053,Asian American Comparative Collection,"Chrysanthemums, sparrows, and a chrysanthemum tassel yoraku (rim design) appear on this transferprinted tokkuri (Dower 1971:52; Ross 2012:21). The interior of the vessel is left unglazed beyond the rim.",None,,Sake Tableware,Jiki (porcelain),Tokkuri (sake decanter),"Rim= 3 cm, base= 5 cm, height= 17 cm",Shita-Etsuke (underglaze),Sometsuke Doban (transferprint cobalt),Doban or Doban Tensha (transferprinted),Cobalt blue,"Kiku (chrysanthemum), suzume (sparrow), tassel with chrysanthemum yoraku (rim design)",None,None,None,None,Japan,Most popular in the Meiji (1868-1912) and Taisho (1912-1926) eras,University of Idaho Library Digital Initiatives,Copyright under creative commons license. Images available for reuse in educational (non-commercial) instances; see license details at Creative Commons.,https://creativecommons.org/publicdomain/mark/1.0/,"Photo courtesy of the Asian American Comparative Collection, catalog no. AACC-98-053. See citation guidelines.",AACC-98-053,Renae Campbell,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/101,101,104.cpd,/HJCCC/image/104.cpd
hjccc-101,Side of Sometsuke Katagami Sho Chiku Bai Kobachi (small bowl with cobalt stenciled three friends design),AACC-98-025,,,,,,Jiki (porcelain),Kobachi (small bowl),,,Sometsuke Katagami (stencil cobalt),Katagami (paper stencil),Cobalt blue,Sho Chiku Bai (three friends),,,,,,,,,,,AACC-98-025_1of3,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/102,102,105.jp2,/HJCCC/image/105.jp2
hjccc-101,Top of Sometsuke Katagami Sho Chiku Bai Kobachi (small bowl with cobalt stenciled three friends design),AACC-98-025,,,,,,Jiki (porcelain),Kobachi (small bowl),,,Sometsuke Katagami (stencil cobalt),,,,Katagami (paper stencil),Cobalt blue,"Sho Chiku Bai (three friends), Tassel Yoraku (rim design)",,,,,,,,AACC-98-025_2of3,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/103,103,106.jp2,/HJCCC/image/106.jp2
hjccc-101,Bottom of Sometsuke Katagami Sho Chiku Bai Kobachi (small bowl with cobalt stenciled three friends design),AACC-98-025,,,,,,Jiki (porcelain),Kobachi (small bowl),,,Sometsuke Katagami (stencil cobalt),Katagami (paper stencil),Cobalt blue,Sho Chiku Bai (three friends),,,,,,,,,,,AACC-98-025_3of3,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/104,104,107.jp2,/HJCCC/image/107.jp2
hjccc-105,Sometsuke Katagami Sho Chiku Bai Kobachi (small bowl with cobalt stenciled three friends design),AACC-98-025,Asian American Comparative Collection,This kobachi has katagami stenciling on the interior and exterior. The interior of the bowl has a tassel yoraku design around the rim and a central medallion with images of Sho Chiku Bai. The exterior features plum blossoms and highly stylized pine elements (Gorham 1971:210-211; Ross 2012:20). Katagami decoration was most popular in Japan before the development of transferprint technology and experienced the most use between the early and mid-Meiji era (Bibb 2001:5-6; Ross 2009:155).,None,,Mealtime Tableware,Jiki (porcelain),Kobachi (small bowl),"Rim= 10.4 cm, footring= 4.5 cm, height= 3.8 cm",Shita-Etsuke (underglaze),Sometsuke Katagami (stencil cobalt),Katagami (paper stencil),Cobalt blue,Sho Chiku Bai (three friends),Katagami (paper stencil),Cobalt blue,"Sho Chiku Bai (three friends), Tassel Yoraku (rim design)",None,Japan,Most popular during the Meiji (1868-1912) era,University of Idaho Library Digital Initiatives,Copyright under creative commons license. Images available for reuse in educational (non-commercial) instances; see license details at Creative Commons.,https://creativecommons.org/publicdomain/mark/1.0/,"Photo courtesy of the Asian American Comparative Collection, catalog no. AACC-98-025. See citation guidelines.",AACC-98-025,Renae Campbell,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/105,105,108.cpd,/HJCCC/image/108.cpd
hjccc-105,Side of Sometsuke Doban Sho Chiku Bai Tokkuri (sake decanter with cobalt transferprint three friends design),AACC-96-092,,,,,,Jiki (porcelain),Tokkuri (sake decanter),,,Sometsuke Doban (transferprint cobalt),Doban or Doban Tensha (transferprinted),Cobalt blue,"Karakusa (tendrils), Sho Chiku Bai (three friends)",,,,,,,,,,,AACC-96-092_1of3,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/106,106,109.jp2,/HJCCC/image/109.jp2
hjccc-105,Side of Sometsuke Doban Sho Chiku Bai Tokkuri (sake decanter with cobalt transferprint three friends design),AACC-96-092,,,,,,Jiki (porcelain),Tokkuri (sake decanter),,,Sometsuke Doban (transferprint cobalt),Doban or Doban Tensha (transferprinted),Cobalt blue,"Karakusa (tendrils), Sho Chiku Bai (three friends)",,,,,,,,,,,AACC-96-092_2of3,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/107,107,110.jp2,/HJCCC/image/110.jp2
hjccc-105,Side of Sometsuke Doban Sho Chiku Bai Tokkuri (sake decanter with cobalt transferprint three friends design),AACC-96-092,,,,,,Jiki (porcelain),Tokkuri (sake decanter),,,Sometsuke Doban (transferprint cobalt),Doban or Doban Tensha (transferprinted),Cobalt blue,"Karakusa (tendrils), Sho Chiku Bai (three friends)",,,,,,,,,,,AACC-96-092_3of3,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/108,108,111.jp2,/HJCCC/image/111.jp2
hjccc-109,Sometsuke Doban Sho Chiku Bai Tokkuri (sake decanter with cobalt transferprint three friends design),AACC-96-092,Asian American Comparative Collection,"This example of a very small tokkuri has a transferprinted exterior that features trailing karakusa above an image of pine, plum, and bamboo (Gorham 1971:201; Ross 2012:20-23). Small tokkuri like this one were sometimes given out by Japanese sake manufacturers, distributors, or stores as promotional items (Bibb 2013:[7]).",None,,Sake Tableware,Jiki (porcelain),Tokkuri (sake decanter),"Rim= 1.4 cm, base= 3.3 cm, height= 10.5 cm",Shita-Etsuke (underglaze),Sometsuke Doban (transferprint cobalt),Doban or Doban Tensha (transferprinted),Cobalt blue,"Karakusa (tendrils), Sho Chiku Bai (three friends)",None,None,None,None,Japan,Most popular in the Meiji (1868-1912) and Taisho (1912-1926) eras,University of Idaho Library Digital Initiatives,Copyright under creative commons license. Images available for reuse in educational (non-commercial) instances; see license details at Creative Commons.,https://creativecommons.org/publicdomain/mark/1.0/,"Photo courtesy of the Asian American Comparative Collection, catalog no. AACC-96-092. See citation guidelines.",AACC-96-092,Renae Campbell,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/109,109,112.cpd,/HJCCC/image/112.cpd
hjccc-109,Side of Sometsuke Katagami Seigaiha Tsutsu Yunomi (cylindrical teacup with stenciled blue sea waves),AACC-95-13,,,,,,Jiki (porcelain),Yunomi (teacup),,,Sometsuke Katagami (stencil cobalt),Katagami (paper stencil),Cobalt blue,"Seigaiha (blue sea waves diaper), botanical elements",,,,,,,,,,,AACC-95-13_1 of3,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/110,110,119.jp2,/HJCCC/image/119.jp2
hjccc-109,Top of Sometsuke Katagami Seigaiha Tsutsu Yunomi (cylindrical teacup with stenciled blue sea waves),AACC-95-13,,,,,,Jiki (porcelain),Yunomi (teacup),,,Sometsuke Katagami (stencil cobalt),Katagami (paper stencil),Cobalt blue,"Seigaiha (blue sea waves diaper), botanical elements",Katagami (paper stencil),Cobalt blue,Pendant Yoraku (rim design),,,,,,,,AACC-95-13_2of3,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/111,111,120.jp2,/HJCCC/image/120.jp2
hjccc-109,Bottom of Sometsuke Katagami Seigaiha Tsutsu Yunomi (cylindrical teacup with stenciled blue sea waves),AACC-95-13,,,,,,Jiki (porcelain),Yunomi (teacup),,,Sometsuke Katagami (stencil cobalt),Katagami (paper stencil),Cobalt blue,"Seigaiha (blue sea waves diaper), botanical elements",,,,,,,,,,,AACC-95-13_3of3,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/112,112,121.jp2,/HJCCC/image/121.jp2
hjccc-113,Sometsuke Katagami Seigaiha Tsutsu Yunomi (cylindrical teacup with stenciled blue sea waves),AACC-95-13,Asian American Comparative Collection,"This tsutsu yunomi has katagami stenciled designs on the vessel interior and exterior. A pendant-style yoraku rim design extends into the cup interior from the rim; the exterior is covered in a repeating blue sea waves diaper and several medallions that feature alternating images of botanical elements, one of which may be millet or rice grain (Dower 1971:63, 77; Ross 2012:21; Simpson et al. 2014:72, 94). Katagami decoration was most popular in Japan before transferprint technology was developed and experienced the most use between the early and mid-Meiji era (Bibb 2001:5-6; Ross 2009:155).",None,,Mealtime Tableware,Jiki (porcelain),Yunomi (teacup),"Rim= 6.4 cm, footring= 4.2 cm, height= 6.3 cm",Shita-Etsuke (underglaze),Sometsuke Katagami (stencil cobalt),Katagami (paper stencil),Cobalt blue,"Seigaiha (blue sea waves diaper), botanical elements",Katagami (paper stencil),Cobalt blue,Pendant Yoraku (rim design),None,Japan,Most popular during the Meiji (1868-1912) era,University of Idaho Library Digital Initiatives,Copyright under creative commons license. Images available for reuse in educational (non-commercial) instances; see license details at Creative Commons.,https://creativecommons.org/publicdomain/mark/1.0/,"Photo courtesy of the Asian American Comparative Collection, catalog no. AACC-95-13. See citation guidelines.",AACC-95-13,Renae Campbell,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/113,113,122.cpd,/HJCCC/image/122.cpd
hjccc-113,Side of Saka-Bin (sake bottle) [1],AACC-94-082,,,,,,Hanjiki (half porcelain),Saka-Bin (sake bottle),,,Other,Iroyu (colored glaze),None,None,,,,,,,,,,,AACC-94-082_1of2,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/114,114,123.jp2,/HJCCC/image/123.jp2
hjccc-113,Bottom of Saka-Bin (sake bottle) [1],AACC-94-082,,,,,,Hanjiki (half porcelain),Saka-Bin (sake bottle),,,Other,Iroyu (colored glaze),None,None,,,,,,,,,,,AACC-94-082_2of2,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/115,115,124.jp2,/HJCCC/image/124.jp2
hjccc-116,Saka-Bin (sake bottle) [1],AACC-94-082,Asian American Comparative Collection,"Saka-bin are Western-style ceramic bottles used to store and serve sake. Archaeological examples have been identified by Costello and Maniery (1988:82-85) and Ross (2012:12). This example, the larger of the two in the AACC collection, appears to be made of hanjiki (a type of half-porcelain) with a greyish-white exterior glaze. This vessel was donated to the AACC by Max Chan.",,,Sake Tableware,Hanjiki (half porcelain),Saka-Bin (sake bottle),"Rim= 2.5 cm, base= 10 cm, height= 29 cm",n/a,Other,Iroyu (colored glaze),None,None,None,None,None,None,Japan,Meiji (1868-1912) through Showa (1926-1989) eras,University of Idaho Library Digital Initiatives,Copyright under creative commons license. Images available for reuse in educational (non-commercial) instances; see license details at Creative Commons.,https://creativecommons.org/publicdomain/mark/1.0/,"Photo courtesy of the Asian American Comparative Collection, catalog no. AACC-94-082. See citation guidelines.",AACC-94-082,Renae Campbell,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/116,116,125.cpd,/HJCCC/image/125.cpd
hjccc-116,Top of Sometsuke Doban Hata Kozara (small dish with transferprint flags),AACC-94-070,,,,,,Jiki (porcelain),Kozara (small dish),,,Sometsuke Doban (transferprint cobalt),,,,Doban or Doban Tensha (transferprinted),Cobalt blue,"Hata (flags), Kiku (chrysanthemum), Kiri (paulownia), written characters",,,,,,,,AACC-94-070_1of3,,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/117,117,126.jp2,/HJCCC/image/126.jp2
hjccc-116,Bottom of Sometsuke Doban Hata Kozara (small dish with transferprint flags),AACC-94-070,,,,,,Jiki (porcelain),Kozara (small dish),,,Sometsuke Doban (transferprint cobalt),Etsuke (hand painted),Cobalt blue,Horizontal band around footring,,,,,,,,,,,AACC-94-070_2of3,,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/118,118,127.jp2,/HJCCC/image/127.jp2
hjccc-116,Side of Sometsuke Doban Hata Kozara (small dish with transferprint flags),AACC-94-070,,,,,,Jiki (porcelain),Kozara (small dish),,,Sometsuke Doban (transferprint cobalt),Etsuke (hand painted),Cobalt blue,Horizontal band around footring,Doban or Doban Tensha (transferprinted),Cobalt blue,"Hata (flags), Kiku (chrysanthemum), Kiri (paulownia), written characters",,,,,,,,AACC-94-070_3of3,,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/119,119,128.jp2,/HJCCC/image/128.jp2
hjccc-120,Sometsuke Doban Hata Kozara (small dish with transferprint flags),AACC-94-070,Asian American Comparative Collection,"The central image on this kozara is of a three-leaved paulownia flower flanked by two naval flags.  The paulowina flower is associated with the imperial family.  The two naval flags help date this plate to between 1889 and 1945. The text above the flags (帝国 萬歳) reads Teikoku Banzai, or 'Hurray for the empire!' Stylized chrysanthemums, also symbols of the Japanese imperial family, extend from the central medallion to a subtly scalloped rim (Dower 1971:52, 68, 112).",None,,Mealtime Tableware,Jiki (porcelain),Kozara (small dish),"Rim= 15.3 cm, footring= 6.8 cm, height= 2.1 cm",Shita-Etsuke (underglaze),Sometsuke Doban (transferprint cobalt),Etsuke (hand painted),Cobalt blue,Horizontal band around footring,Doban or Doban Tensha (transferprinted),Cobalt blue,"Hata (flags), Kiku (chrysanthemum), Kiri (paulownia), written characters",,Japan,Mid-Meiji through early Showa eras (1889-1945),University of Idaho Library Digital Initiatives,Copyright under creative commons license. Images available for reuse in educational (non-commercial) instances; see license details at Creative Commons.,https://creativecommons.org/publicdomain/mark/1.0/,"Photo courtesy of the Asian American Comparative Collection, catalog no. AACC-94-070. See citation guidelines.",AACC-94-070,Renae Campbell,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/120,120,129.cpd,/HJCCC/image/129.cpd
